age,gender,weight_kg,height_cm,bmi,body_fat_pct,exercise_type,met_value,duration_min,intensity,heart_rate,calories_burned
51,1,85.9,187.7,24.4,13.4,Walking,3.5,78,1,90,442.0
46,0,62.0,160.6,24.07,22.4,Swimming,8.0,34,3,151,658.5
73,0,53.1,153.1,22.67,27.3,Jump Rope,11.0,94,1,102,756.0
69,0,42.0,163.8,15.64,28.8,Cycling,7.5,18,1,108,98.4
23,1,89.5,161.9,34.18,22.7,Weight Training,5.0,87,1,104,668.7
55,1,91.8,173.6,30.47,17.2,Jump Rope,11.0,85,1,91,1124.0
49,1,70.5,169.7,24.49,21.4,Weight Training,5.0,61,2,122,695.7
33,1,90.4,166.9,32.46,24.2,Yoga,3.0,34,2,130,337.1
62,1,71.7,171.6,24.38,16.4,Elliptical,6.0,55,1,86,379.5
30,1,76.1,172.5,25.59,25.2,Jump Rope,11.0,119,1,94,1266.4
17,1,75.9,183.1,22.64,17.9,Jump Rope,11.0,75,2,108,1494.3
34,0,74.7,163.1,28.09,14.9,Yoga,3.0,110,2,104,698.5
38,0,73.4,168.7,25.79,21.4,HIIT,12.0,79,2,115,1500.0
68,1,92.7,184.7,27.18,19.1,Rowing,8.5,87,2,116,1500.0
70,0,68.2,170.1,23.57,25.0,Cycling,7.5,54,1,86,351.4
47,0,69.4,158.3,27.7,27.3,Swimming,8.0,97,3,150,1500.0
38,1,69.2,182.0,20.9,19.7,Rowing,8.5,54,2,126,827.9
66,0,61.7,166.4,22.28,36.9,Swimming,8.0,114,1,89,728.8
25,0,51.2,160.5,19.88,23.6,Yoga,3.0,112,3,155,972.1
63,1,93.3,177.8,29.54,8.2,Swimming,8.0,68,2,121,1345.2
22,0,63.6,180.1,19.6,22.8,Elliptical,6.0,112,2,126,1173.0
50,1,98.6,178.1,31.09,17.6,Weight Training,5.0,37,2,110,524.0
52,1,91.7,181.5,27.83,9.6,Swimming,8.0,79,1,100,854.4
54,0,47.1,159.7,18.47,25.8,Elliptical,6.0,50,1,95,218.0
34,0,65.6,161.8,25.07,27.4,Weight Training,5.0,70,3,142,954.2
49,0,59.4,163.1,22.34,23.9,Running,9.8,101,3,151,1500.0
62,1,88.1,186.0,25.47,22.4,Jump Rope,11.0,78,1,82,925.3
39,1,89.3,175.3,29.07,21.4,Elliptical,6.0,107,1,104,934.3
49,1,80.2,166.0,29.13,16.2,Walking,3.5,101,2,102,899.8
39,0,65.6,164.5,24.25,24.7,HIIT,12.0,61,2,114,1117.7
43,0,62.7,151.0,27.52,26.3,Walking,3.5,101,2,128,738.2
32,1,75.2,181.6,22.79,16.3,Jump Rope,11.0,56,2,125,1136.3
60,0,70.6,151.9,30.57,30.9,Running,9.8,41,2,131,709.5
32,0,62.3,156.1,25.56,34.3,Walking,3.5,105,2,107,678.4
16,1,69.2,179.6,21.45,13.2,Rowing,8.5,117,2,110,1500.0
68,1,72.5,180.1,22.35,21.4,Weight Training,5.0,105,2,131,1334.8
49,0,59.9,144.3,28.73,23.2,Cycling,7.5,37,2,130,430.9
30,1,59.4,167.2,21.22,23.3,Running,9.8,101,2,112,1500.0
55,0,49.8,157.4,20.11,22.9,Jump Rope,11.0,99,2,140,1483.3
50,1,74.2,179.4,23.05,11.9,Rowing,8.5,85,1,91,777.9
47,1,67.5,173.0,22.53,17.9,Swimming,8.0,99,2,116,1468.6
18,1,78.6,177.4,24.97,22.2,Jump Rope,11.0,59,3,136,1500.0
47,0,69.2,157.7,27.85,25.7,Jump Rope,11.0,98,3,156,1500.0
28,0,75.5,169.4,26.28,20.3,Running,9.8,46,1,94,408.0
35,1,83.6,187.1,23.89,10.0,Jump Rope,11.0,53,1,87,625.5
62,1,81.7,167.7,29.03,14.8,Cycling,7.5,68,1,85,586.6
34,1,87.5,182.2,26.35,13.1,Cycling,7.5,58,3,144,1462.5
70,0,63.8,173.5,21.18,27.1,Weight Training,5.0,78,1,75,333.6
22,1,77.0,188.4,21.71,15.7,Elliptical,6.0,84,1,100,615.4
21,1,91.1,178.6,28.58,21.0,Walking,3.5,96,2,133,1087.2
17,1,77.0,179.1,24.01,16.6,Cycling,7.5,20,3,125,441.8
31,1,69.6,170.3,23.99,12.1,Yoga,3.0,22,3,149,268.2
47,0,84.7,155.5,35.04,18.0,Weight Training,5.0,80,1,92,437.5
62,0,70.0,159.8,27.42,28.7,HIIT,12.0,54,1,97,566.8
26,1,91.0,189.0,25.49,17.4,Swimming,8.0,77,3,145,1500.0
73,0,63.1,168.4,22.23,26.4,Rowing,8.5,98,2,118,1338.4
65,0,66.1,167.8,23.49,17.4,Running,9.8,56,2,122,909.5
36,0,46.1,161.8,17.62,11.5,Jump Rope,11.0,91,3,151,1500.0
69,1,60.8,179.6,18.85,21.8,HIIT,12.0,116,1,98,1209.2
36,0,73.8,147.1,34.12,22.1,Weight Training,5.0,86,1,78,401.0
60,0,62.3,158.3,24.88,23.2,Rowing,8.5,104,3,137,1500.0
44,0,51.8,156.2,21.22,32.3,Running,9.8,76,3,146,1470.2
52,1,83.8,180.4,25.73,14.5,Rowing,8.5,88,1,75,776.2
52,1,81.0,173.1,27.04,5.0,Cycling,7.5,87,3,176,1500.0
59,0,62.6,157.7,25.16,23.2,HIIT,12.0,106,3,140,1500.0
65,0,54.7,155.9,22.48,24.3,Jump Rope,11.0,21,3,160,475.0
68,1,79.6,180.3,24.46,14.4,Cycling,7.5,15,3,165,395.7
22,1,68.9,173.2,22.98,15.1,Yoga,3.0,111,1,93,466.2
41,0,49.0,166.2,17.76,29.0,Elliptical,6.0,57,1,82,222.4
41,0,78.4,163.7,29.24,30.9,Elliptical,6.0,27,1,92,164.4
48,1,78.2,171.9,26.44,19.2,Weight Training,5.0,112,2,106,1280.6
35,1,79.9,187.4,22.76,16.4,Yoga,3.0,25,1,75,113.9
44,0,66.1,175.5,21.45,24.0,Elliptical,6.0,107,3,170,1500.0
47,1,70.8,172.6,23.78,14.7,Weight Training,5.0,105,2,104,1095.8
42,0,59.6,165.7,21.69,25.7,Swimming,8.0,49,2,102,560.2
61,0,66.3,148.1,30.24,27.1,Weight Training,5.0,52,2,127,491.2
47,0,61.5,147.0,28.45,17.6,Yoga,3.0,103,3,144,933.4
19,1,83.7,174.3,27.55,18.9,Running,9.8,118,3,163,1500.0
74,0,61.1,163.5,22.87,22.4,Weight Training,5.0,59,2,85,418.7
62,0,60.1,167.3,21.48,28.0,Rowing,8.5,65,2,119,829.6
33,1,55.9,178.3,17.59,22.0,Jump Rope,11.0,29,2,107,397.3
18,1,66.9,182.9,19.99,21.6,Yoga,3.0,73,2,100,454.3
49,0,65.2,168.3,23.03,29.3,Swimming,8.0,80,3,135,1500.0
63,0,81.5,170.4,28.08,23.9,Cycling,7.5,28,1,74,184.8
31,1,85.5,170.0,29.57,12.0,Jump Rope,11.0,28,2,117,638.8
58,1,75.7,173.0,25.28,20.8,Jump Rope,11.0,55,2,114,1121.2
42,1,69.3,167.4,24.71,20.3,Yoga,3.0,38,2,126,347.7
44,0,65.7,167.6,23.37,20.4,Walking,3.5,19,2,100,143.1
43,0,55.6,164.3,20.58,25.5,Running,9.8,48,3,154,987.0
60,0,57.3,163.8,21.35,29.3,HIIT,12.0,46,1,100,418.1
67,1,79.7,168.3,28.11,30.9,Elliptical,6.0,106,2,131,1500.0
20,0,59.7,163.4,22.35,26.3,Rowing,8.5,60,1,97,392.1
49,1,71.1,184.2,20.97,20.8,Walking,3.5,91,2,123,838.9
74,0,43.1,154.5,18.05,30.6,Yoga,3.0,30,1,83,77.9
55,1,59.1,164.6,21.81,22.1,HIIT,12.0,99,1,101,991.7
51,0,61.0,154.8,25.42,28.5,Walking,3.5,36,1,100,165.0
38,0,56.7,161.7,21.67,19.6,HIIT,12.0,101,3,147,1500.0
43,1,79.8,185.1,23.29,21.9,Yoga,3.0,46,2,108,367.3
63,1,54.3,174.6,17.83,23.5,Cycling,7.5,90,1,80,528.9
60,0,52.5,171.8,17.79,20.3,Swimming,8.0,55,2,105,596.6
67,1,83.0,178.3,26.09,21.0,Weight Training,5.0,36,2,111,496.2
45,1,91.5,168.0,32.43,10.1,Yoga,3.0,67,3,157,983.6
49,0,70.6,169.0,24.72,27.9,Running,9.8,37,3,160,961.8
74,1,69.1,174.9,22.59,21.9,Elliptical,6.0,49,3,145,911.2
47,0,76.2,153.7,32.25,30.3,Walking,3.5,103,1,85,376.4
66,0,63.4,161.6,24.27,17.2,Jump Rope,11.0,57,3,143,1395.3
35,1,74.6,170.2,25.73,16.2,Walking,3.5,76,1,80,308.0
46,1,64.4,175.1,21.01,16.2,Yoga,3.0,59,2,110,450.5
37,0,52.2,164.0,19.41,22.9,Running,9.8,108,2,135,1493.7
47,0,57.9,161.7,22.14,20.6,Rowing,8.5,71,3,145,1323.1
17,0,59.0,178.6,18.5,14.4,Cycling,7.5,108,2,119,1234.8
32,0,74.5,164.6,27.51,22.7,Elliptical,6.0,81,1,63,371.1
39,0,65.9,166.0,23.92,18.9,Running,9.8,69,1,81,485.4
56,0,55.4,165.4,20.25,17.9,Cycling,7.5,45,3,140,712.3
45,1,89.0,174.5,29.23,19.9,Weight Training,5.0,114,3,156,1500.0
68,1,84.6,167.2,30.26,16.6,Cycling,7.5,68,3,160,1500.0
72,1,72.4,176.8,23.15,26.0,HIIT,12.0,50,3,160,1500.0
17,0,62.2,164.0,23.13,27.5,Jump Rope,11.0,49,3,135,1145.8
54,1,56.8,167.7,20.21,19.7,Rowing,8.5,28,2,133,413.4
60,0,55.3,168.9,19.4,18.0,Jump Rope,11.0,36,3,144,802.7
38,0,55.2,159.8,21.62,28.8,Jump Rope,11.0,29,2,110,419.4
64,1,73.7,163.8,27.48,18.0,Rowing,8.5,101,3,153,1500.0
46,0,67.2,154.7,28.11,34.8,Jump Rope,11.0,86,2,134,1500.0
61,0,72.4,173.7,24.01,14.7,Cycling,7.5,64,3,153,1309.8
36,0,60.2,160.9,23.25,26.7,Walking,3.5,38,2,105,230.1
37,0,52.1,158.5,20.74,20.9,Swimming,8.0,56,3,157,952.7
16,0,57.3,157.5,23.07,21.1,Running,9.8,54,3,164,1134.2
41,0,73.3,164.1,27.22,22.3,Elliptical,6.0,63,1,77,320.4
56,1,62.7,166.2,22.71,14.1,Rowing,8.5,111,1,91,874.7
16,0,77.4,168.2,27.38,16.6,Jump Rope,11.0,85,2,117,1500.0
40,0,51.9,157.8,20.84,16.5,HIIT,12.0,116,2,121,1500.0
31,0,70.8,171.1,24.17,28.1,Cycling,7.5,114,3,137,1500.0
54,0,52.8,153.3,22.46,33.5,Running,9.8,23,3,139,463.7
47,1,74.6,188.0,21.11,21.2,Elliptical,6.0,112,3,156,1500.0
23,1,90.6,169.4,31.58,14.1,HIIT,12.0,57,3,157,1500.0
57,0,81.5,166.6,29.36,29.4,Yoga,3.0,76,1,95,302.4
68,0,68.7,158.4,27.41,26.4,Cycling,7.5,34,3,160,666.7
62,0,69.3,153.4,29.48,25.9,Running,9.8,33,1,84,249.5
53,1,88.1,182.2,26.54,15.0,Swimming,8.0,110,2,137,1500.0
43,1,56.6,167.8,20.09,10.1,Yoga,3.0,35,2,108,235.8
56,1,112.7,176.7,36.11,22.6,Rowing,8.5,104,1,97,1389.8
69,1,87.5,176.6,28.06,18.8,Jump Rope,11.0,23,2,125,559.1
40,0,61.3,156.8,24.93,17.1,Rowing,8.5,114,3,150,1500.0
49,1,74.9,177.6,23.75,27.1,Yoga,3.0,75,2,131,690.2
64,1,75.0,182.2,22.59,13.0,Weight Training,5.0,48,2,132,608.0
39,0,43.8,157.5,17.66,24.7,Swimming,8.0,84,1,96,448.3
38,0,48.2,153.6,20.42,27.4,Swimming,8.0,47,2,115,460.8
27,1,72.7,166.2,26.31,20.1,Weight Training,5.0,93,3,170,1500.0
74,1,63.1,171.5,21.47,12.2,Yoga,3.0,96,3,144,1133.5
72,1,92.4,166.2,33.43,22.9,Elliptical,6.0,101,1,91,918.1
21,1,88.1,179.4,27.37,15.3,Walking,3.5,73,1,100,432.3
71,0,78.0,168.2,27.56,24.7,Rowing,8.5,85,3,145,1500.0
50,0,59.9,155.0,24.94,31.2,Weight Training,5.0,28,2,119,234.3
59,1,74.4,177.3,23.68,26.1,Yoga,3.0,92,2,101,730.7
34,1,98.2,163.0,36.95,16.0,Yoga,3.0,67,1,96,412.2
15,1,99.3,175.2,32.37,13.4,Weight Training,5.0,68,3,164,1482.5
22,1,85.7,161.6,32.8,24.2,Swimming,8.0,98,3,155,1500.0
60,1,89.6,175.5,29.11,10.1,Walking,3.5,112,3,148,1500.0
30,0,72.6,152.9,31.05,31.0,Yoga,3.0,108,3,155,1138.2
28,0,68.7,167.3,24.56,18.3,Cycling,7.5,58,2,135,775.6
26,0,79.2,167.2,28.31,24.4,Rowing,8.5,43,2,123,696.8
65,1,91.8,174.3,30.21,15.9,Running,9.8,21,1,106,267.6
37,1,93.3,190.3,25.77,10.9,Weight Training,5.0,108,1,93,789.3
29,0,57.8,159.3,22.76,22.7,Walking,3.5,108,1,89,396.6
42,0,49.7,157.1,20.12,28.0,Jump Rope,11.0,60,3,158,1265.3
48,1,91.1,171.6,30.95,22.2,Elliptical,6.0,104,1,95,895.4
16,0,96.8,173.3,32.21,21.2,HIIT,12.0,83,1,88,1027.0
46,1,85.5,167.8,30.34,28.7,Walking,3.5,103,2,128,1111.1
37,1,75.5,171.5,25.69,15.2,Rowing,8.5,108,3,151,1500.0
36,0,61.4,162.0,23.42,22.3,HIIT,12.0,48,1,95,427.2
65,0,67.4,180.5,20.69,16.5,Walking,3.5,60,1,79,197.6
39,0,73.6,162.8,27.76,22.7,Cycling,7.5,33,3,156,664.6
72,1,107.7,185.8,31.19,21.8,Walking,3.5,44,1,98,328.0
36,1,81.2,170.4,27.95,13.3,Walking,3.5,22,2,128,227.5
72,0,75.0,161.6,28.72,24.8,Cycling,7.5,100,1,96,738.4
72,1,74.1,160.3,28.84,21.5,Yoga,3.0,108,2,123,1015.5
36,1,76.4,166.2,27.66,22.0,Weight Training,5.0,32,2,106,340.3
63,1,79.8,167.9,28.29,22.7,Walking,3.5,101,3,155,1500.0
66,0,69.1,172.2,23.28,28.7,Weight Training,5.0,74,3,155,1096.9
56,1,82.4,177.9,26.03,21.4,Rowing,8.5,102,3,153,1500.0
20,0,70.5,166.8,25.35,18.3,Rowing,8.5,58,1,77,393.9
29,0,62.5,168.4,22.04,19.8,Yoga,3.0,66,3,149,647.7
68,1,51.3,185.9,14.85,17.1,Jump Rope,11.0,94,2,116,1436.5
57,0,62.3,168.6,21.92,24.7,Swimming,8.0,22,1,86,122.7
74,1,79.0,189.4,22.03,18.5,Weight Training,5.0,27,2,110,315.8
51,0,62.5,150.6,27.56,22.8,Cycling,7.5,56,2,133,700.8
47,0,61.9,174.8,20.24,23.7,Swimming,8.0,92,3,153,1500.0
22,1,80.7,179.2,25.11,13.3,Weight Training,5.0,34,2,128,419.6
67,0,70.7,169.4,24.66,17.5,Rowing,8.5,110,2,120,1500.0
74,0,72.4,159.5,28.49,20.8,Weight Training,5.0,49,3,151,721.4
58,0,68.4,143.2,33.39,21.1,Running,9.8,86,2,111,1352.3
58,1,78.8,177.4,25.04,17.3,Cycling,7.5,80,1,88,691.7
19,1,79.9,172.8,26.75,16.1,Walking,3.5,114,2,123,1100.7
53,0,57.9,167.3,20.68,24.1,Cycling,7.5,101,2,112,1131.5
18,0,72.5,160.4,28.18,17.0,Swimming,8.0,63,2,128,918.3
20,0,52.4,170.5,18.02,28.8,Elliptical,6.0,80,3,159,1107.5
59,1,80.6,174.4,26.5,22.5,Swimming,8.0,106,2,124,1500.0
46,1,93.3,192.6,25.14,17.4,Jump Rope,11.0,83,2,104,1500.0
66,0,67.2,166.7,24.19,22.0,Walking,3.5,103,2,127,810.7
44,1,88.2,183.1,26.3,12.9,Running,9.8,15,2,128,310.6
61,1,85.8,182.0,25.91,10.7,Jump Rope,11.0,65,3,133,1500.0
49,1,79.7,163.5,29.81,15.7,Swimming,8.0,100,3,159,1500.0
69,1,84.9,177.4,26.98,18.3,Yoga,3.0,85,2,121,858.6
54,0,71.6,163.7,26.69,20.2,Walking,3.5,68,2,128,578.5
66,1,76.3,200.5,18.99,7.8,Swimming,8.0,101,2,150,1500.0
30,1,82.7,154.0,34.87,27.3,Jump Rope,11.0,102,3,139,1500.0
27,0,57.4,171.5,19.53,25.8,Jump Rope,11.0,40,2,119,611.0
64,0,55.5,168.4,19.58,29.9,Rowing,8.5,92,1,93,609.0
74,1,80.6,172.1,27.21,16.3,HIIT,12.0,109,3,142,1500.0
56,1,67.5,167.9,23.92,14.8,Cycling,7.5,105,3,172,1500.0
44,0,61.4,159.6,24.12,22.9,Jump Rope,11.0,36,2,101,536.2
33,0,55.5,161.9,21.17,31.6,Elliptical,6.0,63,2,133,643.6
31,0,49.2,154.3,20.66,25.9,Cycling,7.5,60,2,114,589.0
70,1,82.5,170.7,28.31,25.9,Rowing,8.5,114,1,87,1143.9
33,1,67.4,183.0,20.14,14.3,Cycling,7.5,31,2,128,461.4
42,0,80.0,174.0,26.43,27.0,Walking,3.5,108,3,159,1343.3
72,1,57.8,171.2,19.72,20.7,Swimming,8.0,74,3,162,1500.0
69,0,44.1,171.6,14.97,30.7,Running,9.8,99,2,126,1178.2
40,1,87.9,182.0,26.51,13.8,Jump Rope,11.0,22,3,153,771.4
51,0,72.3,157.6,29.11,20.8,Walking,3.5,75,1,78,267.8
40,0,74.4,155.0,30.99,33.5,Swimming,8.0,75,1,95,570.2
67,1,57.3,178.4,18.02,24.6,Running,9.8,16,1,78,131.2
37,1,80.9,173.5,26.88,22.1,Elliptical,6.0,62,2,133,907.6
23,1,75.2,178.5,23.6,12.9,Weight Training,5.0,60,3,149,984.9
26,1,86.7,159.4,34.14,24.1,Yoga,3.0,75,3,152,1041.2
67,1,77.2,186.8,22.11,12.8,Swimming,8.0,20,3,149,519.8
15,1,76.1,173.3,25.34,13.5,Yoga,3.0,27,3,143,339.1
72,0,65.6,149.0,29.57,23.7,Running,9.8,43,2,133,689.4
72,1,87.9,170.4,30.27,23.1,Walking,3.5,77,3,146,1243.1
15,0,74.6,157.4,30.11,28.9,Cycling,7.5,113,2,107,1457.3
61,0,58.4,156.7,23.78,27.7,Yoga,3.0,108,3,137,962.1
48,1,65.2,172.8,21.81,17.6,Elliptical,6.0,60,1,82,333.4
46,0,55.4,147.6,25.41,27.6,Cycling,7.5,48,2,101,532.0
68,0,53.0,155.0,22.05,12.7,Jump Rope,11.0,98,2,123,1448.9
62,1,87.5,177.5,27.79,14.6,Swimming,8.0,29,3,151,782.6
39,1,87.7,187.4,24.98,17.1,Running,9.8,88,3,126,1500.0
54,1,75.4,158.9,29.87,29.5,HIIT,12.0,38,3,156,1263.7
59,0,72.1,157.4,29.11,17.6,Jump Rope,11.0,96,1,85,873.6
67,1,103.2,163.6,38.57,12.5,Walking,3.5,17,1,85,133.9
15,1,83.1,184.9,24.31,24.2,HIIT,12.0,42,2,103,948.9
30,1,79.6,164.7,29.37,24.7,Yoga,3.0,64,2,135,627.9
53,1,73.7,177.6,23.35,25.2,Jump Rope,11.0,90,2,124,1500.0
19,0,51.8,153.3,22.02,27.8,Elliptical,6.0,111,1,91,533.1
36,1,91.7,171.0,31.36,17.4,Weight Training,5.0,30,2,108,366.1
43,0,69.7,166.8,25.05,26.9,Walking,3.5,63,2,123,472.0
69,1,84.6,174.9,27.63,25.8,Cycling,7.5,56,2,130,1016.5
17,0,54.9,169.2,19.19,21.7,Rowing,8.5,17,3,155,284.8
26,0,64.8,163.0,24.39,18.6,Jump Rope,11.0,47,1,81,380.4
40,0,50.1,151.4,21.83,19.4,Weight Training,5.0,102,2,131,870.3
30,1,94.2,179.8,29.13,14.6,Walking,3.5,15,2,120,189.7
65,0,65.9,165.3,24.13,29.9,Running,9.8,65,1,102,564.9
51,1,80.0,164.8,29.44,12.8,Yoga,3.0,92,3,128,1107.9
36,1,75.3,171.2,25.68,12.0,Cycling,7.5,23,2,99,301.9
71,1,55.9,162.9,21.08,19.9,Cycling,7.5,113,3,145,1500.0
43,1,81.4,171.1,27.82,14.5,Cycling,7.5,30,2,117,507.8
28,1,93.0,167.2,33.26,10.4,Cycling,7.5,87,2,129,1500.0
42,0,72.9,172.5,24.51,27.2,Yoga,3.0,90,2,128,664.7
19,1,100.3,180.1,30.9,20.5,Weight Training,5.0,45,3,166,1011.5
61,0,55.2,173.7,18.31,26.8,Running,9.8,63,1,90,442.2
63,0,59.2,158.4,23.62,26.0,HIIT,12.0,20,1,91,156.4
44,0,60.6,173.0,20.24,22.3,Swimming,8.0,117,3,145,1500.0
60,0,62.5,164.5,23.08,22.9,Jump Rope,11.0,44,2,127,741.5
66,0,62.8,166.4,22.66,32.9,Cycling,7.5,59,3,154,1091.2
19,0,69.7,166.9,25.05,19.0,Jump Rope,11.0,114,1,86,994.1
26,0,45.4,162.7,17.14,26.2,HIIT,12.0,103,1,92,706.0
30,1,87.3,180.9,26.68,9.0,Yoga,3.0,43,1,79,191.3
40,0,56.3,154.9,23.49,19.9,Elliptical,6.0,66,2,106,548.2
40,1,64.6,181.7,19.57,20.9,HIIT,12.0,43,1,95,442.4
62,0,56.5,167.5,20.14,26.4,HIIT,12.0,100,3,151,1500.0
35,0,62.6,162.8,23.63,27.1,Weight Training,5.0,82,2,112,699.2
53,0,64.3,159.5,25.25,23.4,Running,9.8,118,1,98,982.7
50,0,66.2,163.6,24.71,27.3,Cycling,7.5,87,1,79,519.7
47,1,63.7,178.9,19.92,20.2,Jump Rope,11.0,99,2,122,1500.0
44,1,85.9,176.5,27.56,19.2,Rowing,8.5,118,1,94,1204.7
51,1,100.3,161.6,38.4,10.1,Weight Training,5.0,25,2,131,407.2
37,0,61.7,161.8,23.57,15.8,Jump Rope,11.0,91,2,123,1500.0
72,0,77.7,167.3,27.77,35.3,Elliptical,6.0,34,1,94,244.8
24,0,63.7,162.6,24.11,24.3,HIIT,12.0,88,2,147,1500.0
68,1,85.6,173.7,28.38,20.0,Running,9.8,71,2,129,1500.0
19,0,87.6,169.7,30.41,30.8,HIIT,12.0,101,3,143,1500.0
50,1,102.3,181.9,30.91,24.4,Walking,3.5,110,1,90,751.0
48,1,88.8,171.8,30.09,15.3,Running,9.8,102,1,99,1232.1
66,0,52.3,160.5,20.3,34.5,Rowing,8.5,58,2,114,692.0
45,0,85.0,160.3,33.07,19.7,HIIT,12.0,25,1,97,290.8
24,1,93.8,175.5,30.45,19.2,Jump Rope,11.0,116,3,132,1500.0
72,1,92.3,172.7,30.93,27.1,Jump Rope,11.0,47,3,154,1500.0
33,1,74.4,175.3,24.19,17.3,Rowing,8.5,105,3,149,1500.0
72,0,66.6,166.0,24.19,30.7,Running,9.8,73,3,146,1500.0
46,0,60.2,153.4,25.57,26.9,HIIT,12.0,101,1,78,822.8
15,0,47.6,166.3,17.2,26.8,Rowing,8.5,82,2,128,891.0
70,0,62.3,150.1,27.65,26.8,Jump Rope,11.0,63,2,127,1079.0
19,0,63.9,161.9,24.39,28.9,Weight Training,5.0,29,3,148,389.5
59,0,60.5,159.5,23.79,24.1,Yoga,3.0,17,3,147,158.4
18,1,89.3,165.9,32.43,20.3,Rowing,8.5,81,3,150,1500.0
30,1,72.1,161.2,27.76,16.3,Yoga,3.0,103,1,79,381.8
38,1,69.0,180.1,21.27,15.4,Rowing,8.5,100,2,137,1500.0
30,0,71.9,157.4,29.01,23.1,Running,9.8,25,2,122,406.5
69,1,69.4,184.0,20.51,14.7,Elliptical,6.0,89,2,102,1042.0
16,0,72.3,179.4,22.46,26.5,Rowing,8.5,69,1,117,570.0
63,0,63.1,155.0,26.27,24.8,Elliptical,6.0,22,3,151,381.4
42,1,60.4,164.8,22.24,20.5,Rowing,8.5,51,3,160,1093.1
46,0,75.8,155.6,31.29,23.8,HIIT,12.0,42,3,152,1328.1
41,1,79.1,160.6,30.66,17.9,Walking,3.5,34,2,122,321.6
34,1,82.3,183.3,24.5,17.8,HIIT,12.0,36,1,82,407.3
38,0,68.6,160.9,26.5,15.6,Weight Training,5.0,72,1,115,395.0
26,1,103.6,176.8,33.17,19.5,Walking,3.5,60,1,85,334.5
64,1,91.9,173.0,30.71,13.5,Cycling,7.5,89,2,114,1500.0
49,1,78.5,178.1,24.73,24.0,Swimming,8.0,37,3,147,922.5
74,1,79.6,175.3,25.9,20.1,Weight Training,5.0,112,2,118,1434.1
47,0,53.0,148.6,24.0,19.4,Swimming,8.0,48,1,89,283.4
47,1,88.4,172.3,29.75,17.6,Rowing,8.5,64,1,91,668.1
65,1,63.3,185.1,18.45,16.4,Weight Training,5.0,61,3,143,927.8
57,1,89.4,168.4,31.51,14.4,Elliptical,6.0,102,3,153,1500.0
51,0,61.6,162.3,23.39,15.8,Running,9.8,63,2,130,961.3
26,1,97.4,180.3,29.97,10.4,Jump Rope,11.0,17,1,79,203.7
17,0,49.8,165.2,18.23,29.4,Weight Training,5.0,44,2,142,388.9
15,1,72.3,169.1,25.29,21.5,Rowing,8.5,37,1,69,259.5
47,1,66.7,177.2,21.25,11.9,Rowing,8.5,79,1,89,616.3
54,1,81.7,170.9,27.97,24.6,Rowing,8.5,32,1,86,314.9
24,0,56.2,162.7,21.25,16.7,Rowing,8.5,115,2,125,1428.4
57,0,62.5,170.1,21.6,24.6,Walking,3.5,66,1,89,230.6
58,0,82.7,170.3,28.51,25.2,Rowing,8.5,81,3,140,1500.0
43,0,51.1,169.3,17.81,22.5,Walking,3.5,102,3,154,984.0
27,0,43.8,154.8,18.27,23.8,Jump Rope,11.0,39,2,127,509.1
26,0,57.6,165.0,21.18,19.7,Cycling,7.5,16,1,91,111.5
45,1,82.5,167.9,29.27,14.9,Weight Training,5.0,72,3,146,1327.9
60,0,55.0,174.4,18.08,25.5,Weight Training,5.0,100,3,168,1318.0
16,1,78.5,176.7,25.15,8.5,Weight Training,5.0,87,1,115,639.5
65,0,65.1,157.6,26.21,26.9,Swimming,8.0,68,1,79,398.0
64,0,57.0,159.3,22.44,26.3,Running,9.8,30,3,165,635.1
49,0,57.6,144.2,27.7,29.8,HIIT,12.0,77,3,162,1500.0
37,1,89.6,172.6,30.09,19.8,Yoga,3.0,57,3,160,846.4
31,0,71.3,159.4,28.06,39.7,Swimming,8.0,119,3,133,1500.0
40,0,58.3,158.3,23.25,23.0,Walking,3.5,58,1,91,189.5
22,1,59.3,170.6,20.36,17.8,HIIT,12.0,30,2,137,559.1
43,1,68.7,170.7,23.55,13.8,Weight Training,5.0,93,1,77,468.4
40,1,100.2,177.1,31.96,22.2,Rowing,8.5,21,2,125,460.8
24,1,69.4,182.5,20.84,24.9,Weight Training,5.0,41,1,83,230.7
40,0,80.1,178.7,25.09,15.7,Rowing,8.5,32,1,106,269.5
48,1,95.0,175.9,30.71,12.1,Swimming,8.0,21,2,138,441.9
65,0,63.5,164.1,23.55,23.7,Walking,3.5,100,3,159,1123.2
55,0,60.9,162.0,23.21,18.2,Walking,3.5,76,3,150,785.2
21,1,87.5,172.3,29.49,19.5,Running,9.8,75,1,89,786.4
18,0,60.0,153.1,25.61,17.4,Running,9.8,76,2,119,1089.6
72,1,70.3,173.1,23.45,9.0,Cycling,7.5,76,3,148,1500.0
67,0,57.1,167.6,20.33,23.0,Weight Training,5.0,27,1,89,130.2
64,1,74.6,179.3,23.21,19.9,Cycling,7.5,73,1,100,670.3
59,1,67.4,175.0,21.99,28.1,Elliptical,6.0,97,1,83,595.3
25,1,81.0,169.2,28.29,17.8,Elliptical,6.0,40,3,160,826.8
43,1,64.1,174.8,20.99,15.6,Yoga,3.0,31,1,122,184.2
70,1,83.7,171.2,28.54,19.1,Cycling,7.5,31,1,93,316.7
50,1,115.8,177.1,36.92,21.7,Jump Rope,11.0,30,3,158,1379.0
